Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,Budget,Revenue,Country,Genres,imdb_id,year
1,FALSE,/7OxGhxUYAdtuike29VMzEFxJx7y.jpg,"[35, 14]",2907,en,The Addams Family,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",298.037,/qFf8anju5f2epI0my8RdwwIXFIP.jpg,22-11-91,The Addams Family,FALSE,7,3809,30000000,191502426,United States of America,Comedy,tt0101272,2017
2,FALSE,/qkt1Qn9j6yw9rcJhvSu1p3wuiBm.jpg,"[10751, 35, 14]",8871,en,How the Grinch Stole Christmas,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",230.236,/1WZbbPApEivA421gCOluuzMMKCk.jpg,15-11-00,How the Grinch Stole Christmas,FALSE,6.7,6198,123000000,345823040,Germany,Family,tt0170016,2017
3,FALSE,/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg,"[27, 53]",420634,en,Terrifier,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",192.431,/4lwh4MX2yCogHflyAYMRbfdnpnm.jpg,15-03-16,Terrifier,FALSE,6.6,1122,100000,0,United States of America,Horror,tt4281724,2017
4,FALSE,/1stUIsjawROZxjiCMtqqXqgfZWC.jpg,"[12, 14]",672,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",182.003,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,13-11-02,Harry Potter and the Chamber of Secrets,FALSE,7.7,18991,100000000,876688482,United Kingdom,Adventure,tt0295297,2017
5,FALSE,/urDWNffjwmNi5IQaezw9GwqkUXa.jpg,"[12, 14]",767,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",176.511,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,07-07-09,Harry Potter and the Half-Blood Prince,FALSE,7.7,16838,250000000,933959197,United Kingdom,Adventure,tt0417741,2017
6,FALSE,/5rrGVmRUuCKVbqUu41XIWTXJmNA.jpg,"[12, 14, 10751]",674,en,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",175.009,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,16-11-05,Harry Potter and the Goblet of Fire,FALSE,7.8,17970,150000000,895921036,United Kingdom,Adventure,tt0330373,2017
7,FALSE,/t3LicFpYHeYpwqm7L5wDpd22hL5.jpg,"[12, 14]",671,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",171.37,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,16-11-01,Harry Potter and the Philosopher's Stone,FALSE,7.9,23639,125000000,976475550,United Kingdom,Adventure,tt0241527,2017
8,FALSE,/obKmfNexgL4ZP5cAmzdL4KbHHYX.jpg,"[12, 14]",673,en,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",158.883,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,31-05-04,Harry Potter and the Prisoner of Azkaban,FALSE,8,18672,130000000,789804554,United Kingdom,Adventure,tt0304141,2017
9,FALSE,/n5A7brJCjejceZmHyujwUTVgQNC.jpg,"[14, 12]",12445,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",158.762,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,07-07-11,Harry Potter and the Deathly Hallows: Part 2,FALSE,8.1,17973,125000000,1341511219,United Kingdom,Fantasy,tt1201607,2017
10,FALSE,/vcrgU0KaNj5mKUCIQSUdiQwTE9y.jpg,"[12, 14]",12444,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",147.783,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,06-10-10,Harry Potter and the Deathly Hallows: Part 1,FALSE,7.8,16656,250000000,954305868,United Kingdom,Adventure,tt0926084,2017
11,FALSE,/sO2VWeJ8qagNtYoznyLRL8TeSkw.jpg,"[12, 14, 9648]",675,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",145.398,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,28-06-07,Harry Potter and the Order of the Phoenix,FALSE,7.7,17002,150000000,938212738,United Kingdom,Adventure,tt0373889,2017
12,FALSE,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,"[28, 12, 878]",335988,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",140.92,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,16-06-17,Transformers: The Last Knight,FALSE,6.1,5237,217000000,605425157,United States of America,Action,tt3371366,2017
13,FALSE,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,"[10751, 16, 14, 10402, 35, 12]",354912,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",132.402,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,27-10-17,Coco,FALSE,8.2,16560,175000000,800526015,Mexico,Family,tt2380307,2017
14,FALSE,/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,"[18, 36, 10752]",324786,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",120.614,/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,07-10-16,Hacksaw Ridge,FALSE,8.2,11669,40000000,175302354,Australia,Drama,tt2119532,2017
15,FALSE,/rAiYTfKGqDCRIIqo664sY9XZIvQ.jpg,"[12, 18, 878]",157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,106.593,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,05-11-14,Interstellar,FALSE,8.4,29905,165000000,701729206,United Kingdom,Adventure,tt0816692,2017
16,FALSE,/3WjbxaqYB4vAbdUfdr5vbglD2JZ.jpg,"[18, 10749]",597,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",106.109,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,18-11-97,Titanic,FALSE,7.9,21859,200000000,2187463944,United States of America,Drama,tt0120338,2017
17,FALSE,/r17jFHAemzcWPPtoO0UxjIX0xas.jpg,"[28, 53, 80]",324552,en,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",97.409,/kL99FVq572hNPfMyfQCT7tGFNeQ.jpg,08-02-17,John Wick: Chapter 2,FALSE,7.3,10677,40000000,171539887,United States of America,Action,tt4425200,2017
18,FALSE,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,"[12, 28, 878]",283995,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,96.018,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,19-04-17,Guardians of the Galaxy Vol. 2,FALSE,7.6,18988,200000000,863756051,United States of America,Adventure,tt3896198,2017
19,FALSE,/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,"[28, 9648, 878, 53]",198663,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",94.911,/ode14q7WtDugFDp78fo9lCsmay9.jpg,10-09-14,The Maze Runner,FALSE,7.2,15109,34000000,348319861,United States of America,Action,tt1790864,2017
20,FALSE,/4QLdZ2A8mkDWp2rpfgDrwmeCtUW.jpg,"[28, 12, 80]",47971,en,xXx: Return of Xander Cage,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",83.416,/hba8zREJpP1AYhaXgb2oJLQeO0K.jpg,13-01-17,xXx: Return of Xander Cage,FALSE,6.1,7566,85000000,346147658,Canada,Action,tt1293847,2017
21,FALSE,/4mlS1MitcOqdPLhxEFyk9Qwf5rr.jpg,"[16, 12, 35, 10751]",260514,en,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",76.372,/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,15-06-17,Cars 3,FALSE,6.8,4784,175000000,383925276,United States of America,Animation,tt3606752,2017
22,FALSE,/tTlAA0REGPXSZPBfWyTW9ipIv1I.jpg,"[28, 12, 878, 18]",315635,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",76.163,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,05-07-17,Spider-Man: Homecoming,FALSE,7.4,19338,175000000,880166924,United States of America,Action,tt2250912,2017
23,FALSE,/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg,"[28, 12, 14, 878, 35]",284053,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",72.026,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,24-10-17,Thor: Ragnarok,FALSE,7.6,18474,180000000,853977126,United States of America,Action,tt3501632,2017
24,FALSE,/jvUKejL9uZtI0yi2aoQZ2oykRTA.jpg,"[27, 878, 9648, 53]",395992,en,Life,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",71.059,/lja0Kh17LLleh6DhtixEh7Z7T6D.jpg,22-03-17,Life,FALSE,6.4,6403,58000000,100541806,United States of America,Horror,tt5442430,2017
25,FALSE,/jzdnhRhG0dsuYorwvSqPqqnM1cV.jpg,"[28, 80, 53]",337339,en,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",68.991,/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,12-04-17,The Fate of the Furious,FALSE,6.9,9170,250000000,1238764765,United States of America,Action,tt4630562,2017
26,FALSE,/2nyaeISu2xIxIgZYNpX4UayY8PN.jpg,"[28, 12, 878]",141052,en,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",66.389,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,15-11-17,Justice League,FALSE,6.1,11692,300000000,657926987,United States of America,Action,tt0974015,2017
28,FALSE,/bAup7FGUlmNVOuhZFlLgmDPo0Eg.jpg,"[18, 14]",345938,en,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",60.549,/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,03-03-17,The Shack,FALSE,7.5,1810,20000000,92924405,United States of America,Drama,tt2872518,2017
29,FALSE,/daOd8KBGDdsOhVdzXB3KU5fgBd2.jpg,[18],453354,fr,Ava,"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight sooner than expected. Her mother decides to act as if everything were normal so as to spend their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that belongs to a young man on the run...",59.644,/cUI1PFsrQVJR3IZOpkfsOOOUhTO.jpg,21-06-17,Ava,FALSE,6.2,164,3000000,500000,France,Drama,tt6194530,2017
30,FALSE,/9X7YweCJw3q8Mcf6GadxReFEksM.jpg,"[28, 18, 878]",263115,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",58.708,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,28-02-17,Logan,FALSE,7.8,17312,97000000,619021436,United States of America,Action,tt3315342,2017
31,FALSE,/7KsqfXDECZMryX1Rv4RKsT7SIjQ.jpg,"[28, 35]",390043,en,The Hitman's Bodyguard,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",57.272,/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg,16-08-17,The Hitman's Bodyguard,FALSE,6.9,5384,30000000,176586701,Bulgaria,Action,tt1959563,2017
32,FALSE,/7C921eWK06n12c1miRXnYoEu5Yv.jpg,"[12, 28, 14]",166426,en,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",56.958,/qwoGfcg6YUS55nUweKGujHE54Wy.jpg,23-05-17,Pirates of the Caribbean: Dead Men Tell No Tales,FALSE,6.6,10580,230000000,794861794,United States of America,Adventure,tt1790809,2017
33,FALSE,/jLS805N4QmLVPurQwuaCFTNEZss.jpg,"[10751, 16, 12, 14]",436931,ja,劇場版 ポケットモンスター　キミにきめた！,"Ash Ketchum wakes up late one morning after having broken his alarm clock in his sleep. He eventually makes it to Professor Oak's lab, but is told that the three starter List of Pokémon (Bulbasaur, Squirtle, and Charmander) have already been taken by Trainers who were on time. However, Oak reveals that he has one more Pokémon, an Electric-type named Pikachu. Despite its volatile and feisty personality, as well as its refusal to get inside a Poké Ball, Ash happily takes Pikachu for his journey.",56.799,/cmpOaiRtjnhLNF2iPslMXCOcVJ.jpg,15-07-17,Pokémon the Movie: I Choose You!,FALSE,7,544,0,37552144,United States of America,Family,tt6595896,2017
34,FALSE,/sAtoMqDVhNDQBc3QJL3RF6hlhGq.jpg,"[878, 18]",335984,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",56.649,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,04-10-17,Blade Runner 2049,FALSE,7.5,11307,150000000,259239658,Canada,Science Fiction,tt1856101,2017
35,FALSE,/l49X7KxytkRCdXrpAu92QqxVrN5.jpg,"[27, 9648, 53]",55341,en,Jeepers Creepers 3,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.",56.483,/pK7ge28ubs45av9aGEbVWW7ZbA8.jpg,26-09-17,Jeepers Creepers 3,FALSE,4.9,719,6200000,3600000,United States of America,Horror,tt1139592,2017
36,FALSE,/phhbtV5BEdn4TYLTMKFwYz2VSNl.jpg,"[10751, 14, 10749]",321612,en,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,55.923,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,16-03-17,Beauty and the Beast,FALSE,7,14384,160000000,1263521126,United States of America,Family,tt2771200,2017
37,FALSE,/uO6ZUez70Twan92pqoV60T9kiGH.jpg,[99],440249,en,After Porn Ends 2,"After Porn Ends 2 picks up where its predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.",54.468,/rfItXrtDGILwsCdmgVxX79phFuI.jpg,28-03-17,After Porn Ends 2,FALSE,5.4,203,500000,0,United States of America,Documentary,tt5168832,2017
39,FALSE,/zvOJawrnmgK0sL293mOXOdLvTXQ.jpg,"[10749, 18]",398818,en,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",53.102,/gXiE0WveDnT0n5J4sW9TMxXF4oT.jpg,01-09-17,Call Me by Your Name,FALSE,8.2,10704,4000000,41063475,Brazil,Romance,tt5726616,2017
41,FALSE,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,51.463,/lTAmu88GzRysbbA85ib2KB1jLGg.jpg,30-05-17,Wonder Woman,FALSE,7.2,18167,149000000,822854286,United States of America,Action,tt0451279,2017
43,FALSE,/wyv2Y9vXYJwJzF6cNVuVwVOsOUj.jpg,"[18, 14, 28]",397567,ko,신과함께-죄와 벌,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",50.877,/gJSvIsI6oQfFim0PGyuuiCYfqKs.jpg,14-12-17,Along with the Gods: The Two Worlds,FALSE,8.1,731,18300000,125983972,South Korea,Drama,tt7160070,2017
44,FALSE,/9dWH18IZf0KdGx0kJaONzWcmD69.jpg,"[18, 10749]",341174,en,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",50.769,/7CBO9GhsUeMSsWQb47WTPZnKjdj.jpg,08-02-17,Fifty Shades Darker,FALSE,6.5,6929,55000000,378827494,United States of America,Drama,tt4465564,2017
45,FALSE,/tcheoA2nPATCm2vvXw2hVQoaEFD.jpg,"[27, 14]",346364,en,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",50.76,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,06-09-17,It,FALSE,7.2,17104,35000000,701842551,United States of America,Horror,tt1396484,2017
47,FALSE,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,"[878, 27, 9648]",126889,en,Alien: Covenant,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",47.034,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,09-05-17,Alien: Covenant,FALSE,6.1,7378,97000000,240891763,United Kingdom,Science Fiction,tt2316204,2017
48,FALSE,/qdd5lrgBYL4fMSwYAhfLUwdJRu1.jpg,"[18, 878, 10752]",281338,en,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",46.485,/z09RMHtFULVNYGvBaAq4Xa9ITXO.jpg,11-07-17,War for the Planet of the Apes,FALSE,7.1,7599,150000000,490719763,Canada,Drama,tt3450958,2017
49,FALSE,/gB2xvyQCsKmYhfKdcipyBjmDdsH.jpg,"[10749, 12, 18]",290512,en,The Mountain Between Us,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",46.224,/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg,05-10-17,The Mountain Between Us,FALSE,6.6,2060,35000000,62832209,United States of America,Romance,tt2226597,2017
51,FALSE,/xNNF4l1OVscJNchJc5xvejHzTDO.jpg,"[18, 10749]",370663,en,Below Her Mouth,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,45.621,/nTGbq37hYLuNy7YgMg0gVLma0NS.jpg,10-02-17,Below Her Mouth,FALSE,6.8,1006,0,33673,Canada,Drama,tt5073620,2017
52,FALSE,/5Iw7zQTHVRBOYpA0V6z0yypOPZh.jpg,"[12, 28, 878]",181808,en,Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",44.773,/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,13-12-17,Star Wars: The Last Jedi,FALSE,6.9,13509,200000000,1332698830,United States of America,Adventure,tt2527336,2017
53,FALSE,/gYtXT7fJNBRZBbBulO11DoRveLT.jpg,"[18, 35]",400928,en,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",44.338,/9Ts7Vc4wLlpI9oox9mkVUE1tBHy.jpg,12-04-17,Gifted,FALSE,8,4580,7000000,40343446,United States of America,Drama,tt4481414,2017
54,FALSE,/5rYnygKCkmqWuMv1O5yAnzGF8gV.jpg,"[12, 878, 28]",339964,en,Valerian and the City of a Thousand Planets,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",44.245,/jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg,20-07-17,Valerian and the City of a Thousand Planets,FALSE,6.6,6582,177200000,225874228,Belgium,Adventure,tt2239822,2017
55,FALSE,/t6TL7V9IsT4Ktx6YO8b1UYj3agd.jpg,"[35, 28, 80]",339846,en,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",44.148,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,25-05-17,Baywatch,FALSE,6.1,7182,69000000,177856751,United States of America,Comedy,tt1469304,2017
56,FALSE,/2sHD7FUlgyy1TBAxPtzLF4yDb2D.jpg,"[27, 53]",393345,en,Cult of Chucky,"Confined to an asylum for the criminally insane, Nica Pierce is convinced that she, not Chucky, murdered her entire family. But when the psychiatrist introduces a new therapeutic ""Good Guy"" doll with a familiar face, a string of new, grisly deaths leads Nica to wonder if she isn't crazy after all.",44.022,/r5JUiMYfatwYeDkxkLWYUx5GIjY.jpg,12-10-17,Cult of Chucky,FALSE,5.8,1044,6500000,2200000,Canada,Horror,tt3280262,2017
57,FALSE,/nVodCGKYLpqNC8YwQAbivKlWCgZ.jpg,"[28, 12, 14]",293167,en,Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",43.176,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,08-03-17,Kong: Skull Island,FALSE,6.5,9222,185000000,566652812,China,Action,tt3731562,2017
58,FALSE,/zJDMuXQDraHjtF53wikmyBQIcYe.jpg,"[12, 28, 35, 14]",353486,en,Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",42.727,/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,09-12-17,Jumanji: Welcome to the Jungle,FALSE,6.8,12109,90000000,962102237,United States of America,Adventure,tt2283362,2017
59,FALSE,/sTOhZruocNubL0HxjvdouwCEL9I.jpg,"[16, 10751, 12, 35]",364689,en,Ferdinand,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",41.592,/rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg,09-12-17,Ferdinand,FALSE,7.2,2485,111000000,295038508,United States of America,Animation,tt3411444,2017
